         14432750 function calls (14431878 primitive calls) in 13.353 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.001    0.001 zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.001    0.001 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       48    0.000    0.000    0.000    0.000 {_sre.compile}
      155    0.000    0.000    0.000    0.000 {_sre.getlower}
       23    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
       21    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        6    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x91f8e0}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
     1028    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {dir}
      312    0.003    0.000    0.004    0.000 {eval}
        1    0.000    0.000    0.000    0.000 {function seed at 0x7f9a44e3f488}
    11033    0.007    0.000    0.007    0.000 {getattr}
       81    0.000    0.000    0.000    0.000 {globals}
      190    0.000    0.000    0.000    0.000 {hasattr}
       42    0.000    0.000    0.000    0.000 {imp.acquire_lock}
       42    0.000    0.000    0.000    0.000 {imp.release_lock}
     8473    0.004    0.000    0.004    0.000 {isinstance}
    57/46    0.000    0.000    0.000    0.000 {issubclass}
    19544    0.005    0.000    0.005    0.000 {iter}
23915/23746    0.003    0.000    0.003    0.000 {len}
        5    0.000    0.000    0.004    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
     7221    0.003    0.000    0.003    0.000 {max}
       21    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
       41    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   105869    0.014    0.000    0.014    0.000 {method 'append' of 'list' objects}
    57396    0.217    0.000    0.217    0.000 {method 'blit' of 'pygame.Surface' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
  2906436    0.458    0.000    0.458    0.000 {method 'colliderect' of 'pygame.Rect' objects}
     1332    0.007    0.000    0.007    0.000 {method 'convert' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
    21256    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
       63    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     2309    0.298    0.000    0.298    0.000 {method 'fill' of 'pygame.Surface' objects}
       70    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      526    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
    62050    0.015    0.000    0.015    0.000 {method 'get_rect' of 'pygame.Surface' objects}
      990    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
     1137    0.001    0.000    0.001    0.000 {method 'has_key' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      179    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      124    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       67    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
    54661    0.026    0.000    0.026    0.000 {method 'keys' of 'dict' objects}
    17421    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
       89    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     5745    0.003    0.000    0.003    0.000 {method 'move' of 'pygame.Rect' objects}
    61500    0.012    0.000    0.012    0.000 {method 'move_ip' of 'pygame.Rect' objects}
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
     2624    0.001    0.000    0.001    0.000 {method 'random' of '_random.Random' objects}
        3    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       78    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     1312    0.240    0.000    0.240    0.000 {method 'render' of 'pygame.font.Font' objects}
       91    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
    18612    0.006    0.000    0.006    0.000 {method 'rfind' of 'str' objects}
    13191    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
    54163    0.035    0.000    0.035    0.000 {method 'set_colorkey' of 'pygame.Surface' objects}
      224    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     2654    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
     3105    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      271    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      170    0.003    0.000    0.004    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      330    0.021    0.000    0.021    0.000 {method 'tick' of 'Clock' objects}
      113    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
    17579    0.004    0.000    0.004    0.000 {method 'union' of 'pygame.Rect' objects}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
     7441    0.003    0.000    0.003    0.000 {min}
       38    0.000    0.000    0.000    0.000 {numpy.core.multiarray.array}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      270    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
     1316    0.013    0.000    0.013    0.000 {open}
      441    0.000    0.000    0.000    0.000 {ord}
       23    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
       22    0.001    0.000    0.001    0.000 {posix.listdir}
       43    0.000    0.000    0.000    0.000 {posix.lstat}
        1    0.000    0.000    0.000    0.000 {posix.putenv}
     1430    0.011    0.000    0.011    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.053    0.053    0.053    0.053 {pygame.base.init}
      329    1.723    0.005    1.723    0.005 {pygame.display.flip}
        5    0.075    0.015    0.118    0.024 {pygame.display.set_mode}
     1312    0.009    0.000    0.009    0.000 {pygame.draw.rect}
      330    0.003    0.000    0.003    0.000 {pygame.event.get}
      330    0.026    0.000    0.026    0.000 {pygame.event.pump}
       15    0.004    0.000    0.004    0.000 {pygame.imageext.load_extended}
      988    0.003    0.000    0.003    0.000 {pygame.key.get_pressed}
        1    0.000    0.000    0.000    0.000 {pygame.time.Clock}
        1    0.000    0.000    0.000    0.000 {pygame.time.get_ticks}
        5    0.000    0.000    0.000    0.000 {pygame.transform.flip}
      370    0.000    0.000    0.000    0.000 {range}
       47    0.000    0.000    0.000    0.000 {repr}
        9    0.000    0.000    0.000    0.000 {setattr}
       23    0.000    0.000    0.000    0.000 {sys._getframe}
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {zip}


